الكلمة الأصلية	الكلمة الأصلية	الجذر	المصدر	النوع		الجمع	المؤنث	المثنى	المؤنث	العلم
والقوعد	والقواعد	قعد	قاعدة	اسم	جمع	قواعد				
وقعد	وقعد	قعد	قعد	فعل						
وقعدوا	وقعدوا	قعد	قعد	فعل						
بالقعود	بالقعود	قعد	قعود	اسم						
وقعودا	وقعودا	قعد	قعود	اسم						
قعيد	قعيد	قعد	قعيد	اسم						
مقعد	مقعد	قعد	مقعد	اسم						
بمقعدهم	بمقعدهم	قعد	مقعد	اسم						
منقعر	منقعر	قعر	منقعر	اسم						
أقفالها	أقفالها	قفل	قفل	اسم	جمع	أقفال				
وقفينا	وقفينا	قفو	قفى	فعل						
وقفوهم	وقفوهم	قفو	وقف	فعل						
قفينا	قفينا	قفو	قفى	فعل						
تقف	تقف	قفو	قفا	فعل						
انقلب	انقلب	قلب	انقلب	فعل						
انقلبتم	انقلبتم	قلب	انقلب	فعل						
انقلبوا	انقلبوا	قلب	انقلب	فعل						
فانقلبوا	فانقلبوا	قلب	انقلب	فعل						
وانقلبوا	وانقلبوا	قلب	انقلب	فعل						
تتقلب	تتقلب	قلب	تقلب	فعل						
تقلب	تقلب	قلب	تقلب	اسم						
تقلبهم	تقلبهم	قلب	تقلب	اسم						
وتقلبك	وتقلبك	قلب	تقلب	اسم						
تقلبون	تقلبون	قلب	قلب	فعل						
فتنقلبوا	فتنقلبوا	قلب	انقلب	فعل						
لقلوبكم	لقلوبكم	قلب	قلب	اسم	جمع	قلوب				
القلب	القلب	قلب	قلب	اسم						
القلوب	القلوب	قلب	قلب	اسم	جمع	قلوب				
وقلبه	وقلبه	قلب	قلب	اسم						
وقلوبهم	وقلوبهم	قلب	قلب	اسم	جمع	قلوب				
وقلوبهن	وقلوبهن	قلب	قلب	اسم	جمع	قلوب				
قلبي	قلبي	قلب	قلب	اسم						
قلبين	قلبين	قلب	قلب	اسم						
قلبه	قلبه	قلب	قلب	اسم						
قلبها	قلبها	قلب	قلب	اسم						
قلبك	قلبك	قلب	قلب	اسم						
قلوب	قلوب	قلب	قلب	اسم	جمع	قلوب				
قلوبهم	قلوبهم	قلب	قلب	اسم	جمع	قلوب				
قلوبنا	قلوبنا	قلب	قلب	اسم	جمع	قلوب				
قلوبكم	قلوبكم	قلب	قلب	اسم	جمع	قلوب				
قلوبكما	قلوبكما	قلب	قلب	اسم	جمع	قلوب				
وقلبوا	وقلبوا	قلب	قلب	فعل						
متقلبكم	متقلبكم	قلب	متقلب	اسم						
لمنقلبون	لمنقلبون	قلب	منقلب	اسم	جمع	منقلبون				
منقلب	منقلب	قلب	منقلب	اسم						
منقلبا	منقلبا	قلب	منقلب	اسم						
منقلبون	منقلبون	قلب	منقلب	اسم	جمع	منقلبون				
ونقلب	ونقلب	قلب	قلب	فعل						
ونقلبهم	ونقلبهم	قلب	قلب	فعل						
يقلب	يقلب	قلب	قلب	فعل						
وينقلب	وينقلب	قلب	قلب	فعل						
ينقلب	ينقلب	قلب	انقلب	فعل						
فينقلبوا	فينقلبوا	قلب	انقلب	فعل						
ينقلبون	ينقلبون	قلب	انقلب	فعل						
القلئد	القلائد	قلد	قلائد	اسم	جمع	قلائد				
مقاليد	مقاليد	قلد	مقاليد	اسم						
والقلئد	والقلائد	قلد	قلائد	اسم	جمع	قلائد				
أقلعي	أقلعي	قلع	أقلع	فعل						
قليلا	قليلا	قلل	قليل	اسم						
أقلت	أقلت	قلل	قلّ	فعل						
قليل	قليل	قلل	قليل	اسم						
قليلة	قليلة	قلل	قليل	اسم						
قليلون	قليلون	قلل	قليل	اسم	جمع	قليلون				
فقليلا	فقليلا	قلل	قليل	اسم						
ويقللكم	ويقللكم	قلل	قلّل	فعل						
وقليل	وقليل	قلل	قليل	اسم						
أقلم	أقلام	قلم	قلم	اسم	جمع	أقلام				
أقلمهم	أقلامهم	قلم	قلم	اسم	جمع	أقلام				
بالقلم	بالقلم	قلم	قلم	اسم						
القالين	القالين	قلي	قالي	اسم	جمع	قالون				
قلى	قلى	قلي	قلى	اسم						
مقمحون	مقمحون	قمح	مقمح	اسم	جمع	مقمحون				
للقمر	للقمر	قمر	قمر	اسم						
القمر	القمر	قمر	قمر	اسم						
والقمر	والقمر	قمر	قمر	اسم						
وقمرا	وقمرا	قمر	قمر	اسم						
قميصه	قميصه	قمص	قميص	اسم						
بقميصي	بقميصي	قمص	قميص	اسم						
قمطريرا	قمطريرا	قمطر	قمطرير	اسم						
مقمع	مقمع	قمع	مقمع	اسم						
والقمل	والقمل	قمل	قمل	اسم						
والقنتين	والقانتين	قنت	قانت	اسم	جمع	قانتون				
قنتون	قانتون	قنت	قانت	اسم	جمع	قانتون				
قنتت	قانتات	قنت	قانتة	اسم	جمع	قانتات	قانت			
القنتين	القانتين	قنت	قانت	اسم						
اقنتي	اقنتي	قنت	قنت	فعل						
قانتا	قانتا	قنت	قانت	اسم						
قنتين	قانتين	قنت	قانت	اسم	جمع	قانتون				
يقنت	يقنت	قنت	قنت	اسم						
والقنتت	والقانتات	قنت	قانتة	اسم	جمع	قانتات	قانت			
تقنطوا	تقنطوا	قنط	قنط	فعل						
القنطين	القانطين	قنط	قانط	اسم	جمع	قانطون				
قنطوا	قنطوا	قنط	قنط	فعل						
قنوط	قنوط	قنط	قنوط	اسم						
يقنط	يقنط	قنط	قنط	فعل						
يقنطون	يقنطون	قنط	قنط	فعل						
والقنطير	والقناطير	قنطر	قنطار	اسم	جمع	قناطير				
بقنطار	بقنطار	قنطر	قنطار	اسم						
قنطارا	قنطارا	قنطر	قنطار	اسم						
المقنطرة	المقنطرة	قنطر	مقنطرة	اسم						
مقنعي	مقنعي	قنع	مقنع	اسم	جمع	مقنعون				
القانع	القانع	قنع	قانع	اسم						
قنوان	قنوان	قنو	قنوان	اسم						
وأقنى	وأقنى	قني	أقنى	فعل						
تقهر	تقهر	قهر	قهر	فعل						
القاهر	القاهر	قهر	قاهر	اسم						
قهرون	قاهرون	قهر	قاهر	اسم	جمع	قاهرون				
القهار	القهار	قهر	قهار	اسم						
القهر	القهار	قهر	قهار	اسم						
قاب	قاب	قوب	قاب	اسم						
مقيتا	مقيتا	قوت	مقيت	اسم						
أقوتها	أقواتها	قوت	قوت	اسم	جمع	أقوات				
قوتكم	قوتكم	قوت	قوة	اسم						
قوسين	قوسين	قوس	قوس	اسم	مثنى			قوسان		
قاعا	قاعا	قوع	قاع	اسم						
بقيعة	بقيعة	قوع	قيعة	اسم						
الأقاويل	الأقاويل	قول	قول	اسم	جمع	أقاويل				
أقل	أقل	قول	أقل	اسم						
وأقل	وأقل	قول	أقل	اسم						
تقول	تقول	قول	قال	فعل						
تقوله	تقوله	قول	قال	فعل						
فتقول	فتقول	قول	قال	فعل						
وتقول	وتقول	قول	قال	فعل						
تقولن	تقولن	قول	قال	فعل						
تقولوا	تقولوا	قول	قال	فعل						
وتقولوا	وتقولوا	قول	قال	فعل						
أتقولون	أتقولون	قول	قال	فعل						
تقولون	تقولون	قول	قال	فعل						
وتقولون	وتقولون	قول	قال	فعل						
قائلها	قائلها	قول	قائل	اسم						
فقال	فقال	قول	قال	فعل						
وقال	وقال	قول	قال	فعل						
قال	قال	قول	قال	فعل						
قالها	قالها	قول	قال	فعل						
وقالا	وقالا	قول	قال	فعل						
قالا	قالا	قول	قال	فعل						
فقالت	فقالت	قول	قال	فعل						
وقالت	وقالت	قول	قال	فعل						
قالت	قالت	قول	قال	فعل						
قالتا	قالتا	قول	قال	فعل						
فقالوا	فقالوا	قول	قال	فعل						
وقالوا	وقالوا	قول	قال	فعل						
قالوا	قالوا	قول	قال	فعل						
فقل	فقل	قول	قال	فعل						
وقل	وقل	قول	قال	فعل						
قل	قل	قول	قال	فعل						
فقلت	فقلت	قول	قال	فعل						
قلت	قلت	قول	قال	فعل						
قلتم	قلتم	قول	قال	فعل						
وقلن	وقلن	قول	قال	فعل						
قلن	قلن	قول	قال	فعل						
لقلنا	لقلنا	قول	قال	فعل						
فقلنا	فقلنا	قول	قال	فعل						
وقلنا	وقلنا	قول	قال	فعل						
قلنا	قلنا	قول	قال	فعل						
بالقول	بالقول	قول	قول	اسم						
وقولهم	وقولهم	قول	قول	اسم						
قول	قول	قول	قول	اسم						
قولا	قولا	قول	قول	اسم						
قوله	قوله	قول	قول	اسم						
قولهم	قولهم	قول	قول	اسم						
قولكم	قولكم	قول	قول	اسم						
فقولا	فقولا	قول	قال	فعل						
فقولوا	فقولوا	قول	قال	فعل						
وقولوا	وقولوا	قول	قال	فعل						
قولوا	قولوا	قول	قال	فعل						
فقولي	فقولي	قول	قال	فعل						
وقيل	وقيل	قول	قال	فعل						
وقيله	وقيله	قول	قال	فعل						
قيل	قيل	قول	قال	فعل						
وسنقول	وسنقول	قول	قال	فعل						
ونقول	ونقول	قول	قال	فعل						
نقول	نقول	قول	قال	فعل						
لنقولن	لنقولن	قول	قال	فعل						
يقال	يقال	قول	قال	فعل						
يقل	يقل	قول	قال	فعل						
يقول	يقول	قول	قال	فعل						
سيقول	سيقول	قول	قال	فعل						
فيقول	فيقول	قول	قال	فعل						
وليقول	وليقول	قول	قال	فعل						
ويقول	ويقول	قول	قال	فعل						
يقولا	يقولا	قول	قال	فعل						
ليقولن	ليقولن	قول	قال	فعل						
ليقولوا	ليقولوا	قول	قال	فعل						
يقولوا	يقولوا	قول	قال	فعل						
فيقولوا	فيقولوا	قول	قال	فعل						
وليقولوا	وليقولوا	قول	قال	فعل						
ويقولوا	ويقولوا	قول	قال	فعل						
ليقولون	ليقولون	قول	قال	فعل						
يقولون	يقولون	قول	قال	فعل						
سيقولون	سيقولون	قول	قال	فعل						
فيقولون	فيقولون	قول	قال	فعل						
فسيقولون	فسيقولون	قول	قال	فعل						
ويقولون	ويقولون	قول	قال	فعل						
استقموا	استقاموا	قوم	استقام	فعل						
فاستقم	فاستقم	قوم	استقام	فعل						
واستقم	واستقم	قوم	استقام	فعل						
فاستقيما	فاستقيما	قوم	استقام	فعل						
فاستقيموا	فاستقيموا	قوم	استقام	فعل						
فأقامه	فأقامه	قوم	أقام	فعل						
وأقام	وأقام	قوم	أقام	فعل						
أقاموا	أقاموا	قوم	أقام	فعل						
وأقاموا	وأقاموا	قوم	أقام	فعل						
فأقم	فأقم	قوم	أقام	فعل						
فأقمت	فأقمت	قوم	أقام	فعل						
أقمتم	أقمتم	قوم	أقام	فعل						
وأقمن	وأقمن	قوم	أقام	فعل						
وأقوم	وأقوم	قوم	أقام	فعل						
أقيموا	أقيموا	قوم	أقام	فعل						
فأقيموا	فأقيموا	قوم	أقام	فعل						
وأقيموا	وأقيموا	قوم	أقام	فعل						
وإقام	وإقام	قوم	إقام	فعل						
إقامتكم	إقامتكم	قوم	إقامة	اسم						
تقم	تقم	قوم	قام	فعل						
فلتقم	فلتقم	قوم	قام	فعل						
تقويم	تقويم	قوم	تقويم	اسم						
والقائمين	والقائمين	قوم	قائم	اسم	جمع	قائمون				
وقائما	وقائما	قوم	قائم	اسم						
وقيما	وقياما	قوم	قائم	اسم	جمع	قيام				
قائم	قائم	قوم	قائم	اسم						
قائما	قائما	قوم	قائم	اسم						
قيام	قيام	قوم	قائم	اسم						
قائمة	قائمة	قوم	قائمة	اسم						
قومين	قوامين	قوم	قوام	اسم						
قومون	قوامون	قوم	قوام	اسم						
قواما	قواما	قوم	قوام	اسم						
للقوم	للقوم	قوم	قوم	اسم						
لقوم	لقوم	قوم	قوم	اسم						
لقومه	لقومه	قوم	قوم	اسم						
لقومهم	لقومهم	قوم	قوم	اسم						
لقومكما	لقومكما	قوم	قوم	اسم						
القوم	القوم	قوم	قوم	اسم						
ولقومك	ولقومك	قوم	قوم	اسم						
وقومه	وقومه	قوم	قوم	اسم						
وقومهما	وقومهما	قوم	قوم	اسم						
وقومها	وقومها	قوم	قوم	اسم						
وقومك	وقومك	قوم	قوم	اسم						
قومي	قومي	قوم	قوم	اسم						
قومها	قومها	قوم	قوم	اسم						
قومك	قومك	قوم	قوم	اسم						
قيما	قيما	قوم	قيام	اسم						
القيمة	القيمة	قوم	قيامة	اسم						
القيم	القيم	قوم	قيم	اسم						
القيوم	القيوم	قوم	قيوم	اسم						
مستقيم	مستقيم	قوم	مستقيم	اسم						
مستقيما	مستقيما	قوم	مستقيم	اسم						
المستقيم	المستقيم	قوم	مستقيم	اسم						
مقام	مقام	قوم	مقام	اسم						
مقاما	مقاما	قوم	مقام	اسم						
مقامي	مقامي	قوم	مقام	اسم						
مقامهما	مقامهما	قوم	مقام	اسم						
مقامك	مقامك	قوم	مقام	اسم						
ومقاما	ومقاما	قوم	مقام	اسم						
المقامة	المقامة	قوم	مقامة	اسم						
مقيم	مقيم	قوم	مقيم	اسم						
والمقيمي	والمقيمي	قوم	مقيم	اسم	جمع	مقيمون				
والمقيمين	والمقيمين	قوم	مقيم	اسم	جمع	مقيمون				
يستقيم	يستقيم	قوم	استقام	فعل						
ليقوم	ليقوم	قوم	قام	فعل						
يقومان	يقومان	قوم	قام	فعل						
يقيما	يقيما	قوم	أقام	فعل						
ليقيموا	ليقيموا	قوم	أقام	فعل						
يقيموا	يقيموا	قوم	أقام	فعل						
ويقيموا	ويقيموا	قوم	أقام	فعل						
يقيمون	يقيمون	قوم	أقام	فعل						
ويقيمون	ويقيمون	قوم	أقام	فعل						
القوة	القوة	قوي	قوة	اسم						
القوي	القوي	قوي	قوي	اسم						
للمقوين	للمقوين	قوي	مقوي	اسم	جمع	مقوون				
لقوي	لقوي	قوي	قوي	اسم						
قوة	قوة	قوي	قوة	اسم						
قوي	قوي	قوي	قوي	اسم						
قويا	قويا	قوي	قوي	اسم						
بقوة	بقوة	قوي	قوة	اسم						
نقيض	نقيض	قيض	قيّض	فعل						
وقيضنا	وقيضنا	قيض	قيّض	فعل						
قائلون	قائلون	قيل	قائل	اسم	جمع	قائلون				
مقيلا	مقيلا	قيل	مقيل	اسم						
وكأس	وكأس	كءس	كأس	اسم						
وكأسا	وكأسا	كءس	كأس	اسم						
كأس	كأس	كءس	كأس	اسم						
كأسا	كأسا	كءس	كأس	اسم						
بكأس	بكأس	كءس	كأس	اسم						
مكبا	مكبا	كبب	مكب	اسم						
فكبت	فكبت	كبب	كبّ	فعل						
يكبتهم	يكبتهم	كبت	كبت	فعل						
كبد	كبد	كبد	كبد	اسم						
استكبارا	استكبارا	كبر	استكبار	اسم						
استكبر	استكبر	كبر	استكبر	فعل						
واستكبر	واستكبر	كبر	استكبر	فعل						
أستكبرت	أستكبرت	كبر	استكبر	فعل						
واستكبرت	واستكبرت	كبر	استكبر	فعل						
استكبرتم	استكبرتم	كبر	استكبر	فعل						
فاستكبرتم	فاستكبرتم	كبر	استكبر	فعل						
واستكبرتم	واستكبرتم	كبر	استكبر	فعل						
استكبروا	استكبروا	كبر	استكبر	فعل						
فاستكبروا	فاستكبروا	كبر	استكبر	فعل						
واستكبروا	واستكبروا	كبر	استكبر	فعل						
أكبر	أكبر	كبر	أكبر	اسم						
الأكبر	الأكبر	كبر	أكبر	اسم						
أكبرنه	أكبرنه	كبر	أكبر	فعل						
تتكبر	تتكبر	كبر	تكبر	فعل						
تستكبرون	تستكبرون	كبر	استكبر	فعل						
لتكبروا	لتكبروا	كبر	كبّر	فعل						
ولتكبروا	ولتكبروا	كبر	كبّر	فعل						
تكبيرا	تكبيرا	كبر	تكبير	اسم						
كبارا	كبارا	كبر	كبار	اسم						
الكبر	الكبر	كبر	كبر	اسم						
فكبر	فكبر	كبر	كبر	فعل						
وكبره	وكبره	كبر	كبر	اسم						
كبره	كبره	كبر	كبر	اسم						
وكبراءنا	وكبراءنا	كبر	كيبر	اسم	جمع	كبراءنا				
الكبرى	الكبرى	كبر	كبرى	اسم						
الكبرياء	الكبرياء	كبر	كبرياء	اسم						
لكبيركم	لكبيركم	كبر	كبير	اسم						
الكبير	الكبير	كبر	كبير	اسم						
كبائر	كبائر	كبر	كبيرة	اسم	جمع	كبائر				
كبيرهم	كبيرهم	كبر	كبير	اسم						
كبئر	كبائر	كبر	كبيرة	اسم	جمع	كبائر				
لكبيرة	لكبيرة	كبر	كبيرة	اسم						
للمتكبرين	للمتكبرين	كبر	متكبر	اسم	جمع	متكبرون				
متكبر	متكبر	كبر	متكبر	اسم						
المتكبر	المتكبر	كبر	متكبر	اسم						
المتكبرين	المتكبرين	كبر	متكبر	اسم	جمع	متكبرون				
مستكبرا	مستكبرا	كبر	مستكبر	اسم						
مستكبرين	مستكبرين	كبر	مستكبر	اسم	جمع	مستكبرون				
مستكبرون	مستكبرون	كبر	مستكبر	اسم	جمع	مستكبرون				
المستكبرين	المستكبرين	كبر	مستكبر	اسم	جمع	مستكبرون				
يتكبرون	يتكبرون	كبر	تكبر	فعل						
ويستكبر	ويستكبر	كبر	استكبر	فعل						
يستكبرون	يستكبرون	كبر	استكبر	فعل						
يكبر	يكبر	كبر	كبر	فعل						
يكبروا	يكبروا	كبر	كبر	فعل						
فكبكبوا	فكبكبوا	كبكب	كبكب	فعل						
فاكتبنا	فاكتبنا	كتب	كتب	فعل						
فسأكتبها	فسأكتبها	كتب	كتب	فعل						
واكتب	واكتب	كتب	كتب	فعل						
فاكتبوه	فاكتبوه	كتب	كتب	فعل						
اكتتبها	اكتتبها	كتب	اكتتب	فعل						
ستكتب	ستكتب	كتب	كتب	فعل						
تكتبوه	تكتبوه	كتب	كتب	فعل						
تكتبوها	تكتبوها	كتب	كتب	فعل						
كاتب	كاتب	كتب	كاتب	اسم						
كاتبا	كاتبا	كتب	كاتب	اسم						
كتبين	كاتبين	كتب	كاتب	اسم	جمع	كاتبون				
كتبون	كاتبون	كتب	كاتب	اسم	جمع	كاتبون				
فكاتبوهم	فكاتبوهم	كتب	كاتب	اسم						
للكتب	للكتاب	كتب	كتاب	اسم						
لكتب	لكتاب	كتب	كتاب	اسم						
الكتب	الكتاب	كتب	كتاب	اسم						
بالكتب	بالكتاب	كتب	كتاب	اسم						
بكتب	بكتاب	كتب	كتاب	اسم						
بكتبي	بكتابي	كتب	كتاب	اسم						
بكتبكم	بكتابكم	كتب	كتاب	اسم						
والكتب	والكتاب	كتب	كتاب	اسم						
وبالكتب	وبالكتاب	كتب	كتاب	اسم						
وكتاب	وكتاب	كتب	كتاب	اسم						
وكتب	وكتاب	كتب	كتاب	اسم						
وكتبه	وكتابه	كتب	كتاب	اسم						
كتاب	كتاب	كتب	كتاب	اسم						
كتب	كتاب	كتب	كتاب	اسم						
كتبا	كتابا	كتب	كتاب	اسم						
كتبيه	كتابيه	كتب	كتاب	اسم						
كتبه	كتابه	كتب	كتاب	اسم						
كتبهم	كتابهم	كتب	كتاب	اسم						
كتبها	كتابها	كتب	كتاب	اسم						
كتبك	كتابك	كتب	كتاب	اسم						
كتبت	كتبت	كتب	كتبت	اسم						
وكتبنا	وكتبنا	كتب	كتبنا	فعل						
كتبنا	كتبنا	كتب	كتبنا	فعل						
كتبنها	كتبنها	كتب	كتبنا	فعل						
مكتوبا	مكتوبا	كتب	مكتوب	اسم						
سنكتب	سنكتب	كتب	كتب	فعل						
ونكتب	ونكتب	كتب	كتب	فعل						
يكتب	يكتب	كتب	كتب	فعل						
فليكتب	فليكتب	كتب	كتب	فعل						
وليكتب	وليكتب	كتب	كتب	فعل						
يكتبون	يكتبون	كتب	كتب	فعل						
تكتموا	تكتموا	كتم	كتم	فعل						
وتكتموا	وتكتموا	كتم	كتم	فعل						
تكتمون	تكتمون	كتم	كتم	فعل						
تكتمونه	تكتمونه	كتم	كتم	فعل						
وتكتمون	وتكتمون	كتم	كتم	فعل						
يكتم	يكتم	كتم	يكتم	فعل						
يكتمها	يكتمها	كتم	كتم	فعل						
يكتمن	يكتمن	كتم	كتم	فعل						
ليكتمون	ليكتمون	كتم	كتم	فعل						
يكتمون	يكتمون	كتم	كتم	فعل						
ويكتمون	ويكتمون	كتم	كتم	فعل						
نكتم	نكتم	كتم	كتم	فعل						
كتم	كتم	كتم	كتم	فعل						
كثيبا	كثيبا	كثب	كثيب	اسم						
لاستكثرت	لاستكثرت	كثر	استكثر	فعل						
لأكثرهم	لأكثرهم	كثر	أكثر	اسم						
أكثرهم	أكثرهم	كثر	أكثر	اسم						
أكثركم	أكثركم	كثر	أكثر	اسم						
وأكثر	وأكثر	كثر	أكثر	اسم						
وأكثرهم	وأكثرهم	كثر	أكثر	اسم						
فأكثرت	فأكثرت	كثر	أكثر	فعل						
فأكثروا	فأكثروا	كثر	أكثر	فعل						
تستكثر	تستكثر	كثر	استكثر	اسم						
التكاثر	التكاثر	كثر	تكاثر	اسم						
وتكاثر	وتكاثر	كثر	تكاثر	اسم						
فكثركم	فكثركم	كثر	كثر	فعل						
كثر	كثر	كثر	كثر	اسم						
كثرة	كثرة	كثر	كثرة	اسم						
كثرتكم	كثرتكم	كثر	كثرة	اسم						
لكثير	لكثير	كثر	كثير	اسم						
وكثير	وكثير	كثر	كثير	اسم						
كثير	كثير	كثر	كثير	اسم						
كثيرا	كثيرا	كثر	كثير	اسم						
كثيرة	كثيرة	كثر	كثيرة	اسم						
الكوثر	الكوثر	كثر	كوثر	اسم						
كادح	كادح	كدح	كادح	اسم						
انكدرت	انكدرت	كدر	انكدر	فعل						
وأكدى	وأكدى	كدي	أكدى	فعل						
تكذبان	تكذبان	كذب	كتم	فعل						
تكذبوا	تكذبوا	كذب	كذّب	فعل						
تكذبون	تكذبون	كذب	كذّب	فعل						
تكذيب	تكذيب	كذب	تكذيب	اسم						
لكذبون	لكاذبون	كذب	كاذب	اسم	جمع	كاذبون				
الكذبين	الكاذبين	كذب	كاذب	اسم	جمع	كاذبون				
الكذبون	الكاذبون	كذب	كاذب	اسم	جمع	كاذبون				
كذبين	كاذبين	كذب	كاذب	اسم	جمع	كاذبون				
كاذبة	كاذبة	كذب	كاذبة	اسم						
الكذاب	الكذاب	كذب	كذاب	اسم						
كذاب	كذاب	كذب	كذاب	اسم						
كذابا	كذابا	كذب	كذابا	اسم						
للكذب	للكذب	كذب	كذب	اسم						
الكذب	الكذب	كذب	كذب	اسم						
فكذب	فكذب	كذب	كذب	فعل						
كذب	كذب	كذب	كذب	فعل						
كذبه	كذبه	كذب	كذب	اسم						
كذبا	كذبا	كذب	كذب	اسم						
فكذبت	فكذبت	كذب	كذب	فعل						
كذبت	كذبت	كذب	كذب	فعل						
أكذبتم	أكذبتم	كذب	كذب	فعل						
وكذبتم	وكذبتم	كذب	كذب	فعل						
كذبتم	كذبتم	كذب	كذب	فعل						
فكذبوا	فكذبوا	كذب	كذب	فعل						
فكذبوه	فكذبوه	كذب	كذب	فعل						
فكذبوهما	فكذبوهما	كذب	كذب	فعل						
وكذبوا	وكذبوا	كذب	كذب	فعل						
كذبوا	كذبوا	كذب	كذب	فعل						
كذبوه	كذبوه	كذب	كذب	فعل						
كذبون	كاذبون	كذب	كذب	اسم	جمع	كاذبون				
كذبوك	كذبوك	كذب	كذب	فعل						
كذبوكم	كذبوكم	كذب	كذب	فعل						
للمكذبين	للمكذبين	كذب	مكذب	اسم	جمع	مكذبون				
مكذبين	مكذبين	كذب	مكذب	اسم	جمع	مكذبون				
المكذبين	المكذبين	كذب	مكذب	اسم	جمع	مكذبون				
المكذبون	المكذبون	كذب	مكذب	اسم	جمع	مكذبون				
والمكذبين	والمكذبين	كذب	مكذب	اسم	جمع	مكذبون				
مكذوب	مكذوب	كذب	مكذوب	اسم						
نكذب	نكذب	كذب	كذب	فعل						
يكذب	يكذب	كذب	كذب	فعل						
يكذبك	يكذبك	كذب	كذب	فعل						
يكذبوك	يكذبوك	كذب	كذب	فعل						
يكذبون	يكذبون	كذب	كذب	فعل						
يكذبونك	يكذبونك	كذب	كذب	فعل						
وكذلك	وكذلك	كذلك	كذلك	أداة						
كذلك	كذلك	كذلك	كذلك	أداة						
الكرة	الكرة	كرر	كرة	اسم						
كرة	كرة	كرر	كرة	اسم						
كرتين	كرتين	كرر	كرة	اسم	مثنى			كرتان		
كرسيه	كرسيه	كرس	كرسي	اسم						
أكرمن	أكرمن	كرم	أكرم	فعل						
أكرمكم	أكرمكم	كرم	أكرم	اسم						
الأكرم	الأكرم	كرم	أكرم	اسم						
فأكرمه	فأكرمه	كرم	أكرم	فعل						
أكرمي	أكرمي	كرم	أكرم	فعل						
والإكرام	والإكرام	كرم	إكرام	اسم						
تكرمون	تكرمون	كرم	أكرم	فعل						
كرمت	كرمت	كرم	كرم	فعل						
كرمنا	كرمنا	كرم	كرم	فعل						
الكريم	الكريم	كرم	كريم	اسم						
كرام	كرام	كرم	كريم	اسم	جمع	كرام				
كراما	كراما	كرم	كريم	اسم	جمع	كرام				
كريم	كريم	كرم	كريم	اسم						
كريما	كريما	كرم	كريم	اسم						
مكرم	مكرم	كرم	مكرم	اسم						
مكرمون	مكرمون	كرم	مكرم	اسم	جمع	مكرمون				
المكرمين	المكرمين	كرم	مكرم	اسم	جمع	مكرمون				
مكرمة	مكرمة	كرم	مكرمة	اسم						
أكره	أكره	كره	أكره	فعل						
أكرهتنا	أكرهتنا	كره	أكره	فعل						
إكراه	إكراه	كره	إكراه	اسم						
إكراههن	إكراههن	كره	إكراه	اسم						
تكره	تكره	كره	أكره	فعل						
تكرهوا	تكرهوا	كره	أكره	فعل						
لكرهون	لكرهون	كره	كاره	اسم						
كرهين	كارهين	كره	كاره	اسم	جمع	كارهون				
كرهون	كارهون	كره	كاره	اسم	جمع	كارهون				
وكره	وكره	كره	كره	فعل						
وكرها	وكرها	كره	كره	اسم						
كرها	كرها	كره	كره	اسم						
فكرهتموه	فكرهتموه	كره	كره	فعل						
كره	كره	كره	كره	فعل						
كرهتموهن	كرهتموهن	كره	كره	فعل						
وكرهوا	وكرهوا	كره	كره	فعل						
كرهوا	كرهوا	كره	كره	فعل						
مكروها	مكروها	كره	مكروه	اسم						
يكرههن	يكرههن	كره	كره	فعل						
يكرهون	يكرهون	كره	كره	فعل						
اكتسب	اكتسب	كسب	اكتسب	فعل						
اكتسبت	اكتسبت	كسب	اكتسب	فعل						
اكتسبن	اكتسبن	كسب	اكتسب	فعل						
اكتسبوا	اكتسبوا	كسب	اكتسب	فعل						
تكسب	تكسب	كسب	كسب	فعل						
تكسبون	تكسبون	كسب	كسب	فعل						
كسب	كسب	كسب	كسب	فعل						
كسبا	كسبا	كسب	كسب	فعل						
كسبت	كسبت	كسب	كسب	فعل						
كسبتم	كسبتم	كسب	كسب	فعل						
كسبوا	كسبوا	كسب	كسب	فعل						
يكسب	يكسب	كسب	كسب	فعل						
يكسبه	يكسبه	كسب	كسب	فعل						
يكسبون	يكسبون	كسب	كسب	فعل						
كسادها	كسادها	كسد	كساد	اسم						
كسفا	كسفا	كسف	كسف	اسم						
كسالى	كسالى	كسل	كسول	اسم	جمع	كسالى				
وكسوتهن	وكسوتهن	كسو	كسوة	فعل						
نكسوها	نكسوها	كسو	كسا	فعل						
كسوتهم	كسوتهم	كسو	كسوة	اسم						
فكسونا	فكسونا	كسو	كسا	فعل						
واكسوهم	واكسوهم	كسو	كسا	فعل						
كشطت	كشطت	كشط	كشط	فعل						
اكشف	اكشف	كشف	كشف	فعل						
كاشف	كاشف	كشف	كاشف	اسم						
كاشفوا	كاشفوا	كشف	كاشف	اسم						
كاشفة	كاشفة	كشف	كاشفة	اسم						
كشف	كشف	كشف	كشف	فعل						
وكشفت	وكشفت	كشف	كشف	فعل						
كشفت	كشفت	كشف	كشف	فعل						
فكشفنا	فكشفنا	كشف	كشف	فعل						
وكشفنا	وكشفنا	كشف	كشف	فعل						
كشفنا	كشفنا	كشف	كشف	فعل						
يكشف	يكشف	كشف	كشف	فعل						
فيكشف	فيكشف	كشف	كشف	فعل						
ويكشف	ويكشف	كشف	كشف	فعل						
كظمين	كاظمين	كظم	كاظم	اسم	جمع	كاظمون				
